Дата	Отдел.Код	Товар.Код	Час	Количество	Сумма
10.11.2004	3	11827	13	1	
10.11.2004	3	31050	12	1	
10.11.2004	3	31050	17	1	
10.11.2004	3	32427	19	2	
10.11.2004	3	32585	14	2	
10.11.2004	3	33338	13	1	
10.11.2004	3	41527	14	1	
10.11.2004	3	43699	17	1	
10.11.2004	3	45804	12	1	
10.11.2004	3	45804	13	1	
10.11.2004	3	71804	14	1	
10.11.2004	3	71804	15	5	
10.11.2004	3	82545	13	2	
10.11.2004	3	82545	16	1	
10.11.2004	3	82545	17	1	
10.11.2004	3	82545	18	1	
10.11.2004	3	83149	12	2	
10.11.2004	3	83563	11	1	
10.11.2004	3	83563	13	1	
11.11.2004	1	21269	19	1	
11.11.2004	1	24910	17	1	
11.11.2004	1	31050	10	1	
11.11.2004	1	32585	16	1	
11.11.2004	1	36259	11	1	
11.11.2004	1	57922	13	1	
11.11.2004	1	62773	20	1	
11.11.2004	1	79052	16	1	
11.11.2004	1	82545	17	1	
11.11.2004	1	82545	18	1	
11.11.2004	1	85466	15	1	
11.11.2004	2	828	11	1	
11.11.2004	2	2290	18	1	
11.11.2004	2	11827	11	1	
11.11.2004	2	32585	17	1	
11.11.2004	2	32585	21	2	
11.11.2004	2	43699	19	1	
11.11.2004	2	45816	17	1	
11.11.2004	2	82545	17	1	
11.11.2004	2	82545	20	1	
11.11.2004	3	1151	20	1	
11.11.2004	3	2290	13	1	
11.11.2004	3	2823	17	1	
11.11.2004	3	21269	16	1	
11.11.2004	3	21269	20	1	
11.11.2004	3	24061	12	1	
11.11.2004	3	32427	20	1	
11.11.2004	3	51407	13	1	
11.11.2004	3	71804	11	1	
11.11.2004	3	71804	15	1	
11.11.2004	3	73817	12	1	
11.11.2004	3	82154	20	1	
11.11.2004	3	82235	14	1	
11.11.2004	3	82545	11	1	
11.11.2004	3	82545	14	2	
11.11.2004	3	82545	20	2	
11.11.2004	3	82627	18	5	
11.11.2004	3	83149	11	2	
12.11.2004	1	10350	18	1	
12.11.2004	1	11827	16	1	
12.11.2004	1	11829	13	1	
12.11.2004	1	15955	13	1	
12.11.2004	1	27498	15	1	
12.11.2004	1	32436	15	1	
12.11.2004	1	32585	12	1	
12.11.2004	1	32585	14	1	
12.11.2004	1	32585	17	2	
12.11.2004	1	33338	17	1	
12.11.2004	1	33448	17	1	
12.11.2004	1	38453	16	1	
12.11.2004	1	43711	12	1	
12.11.2004	1	43711	19	2	
12.11.2004	1	45910	9	1	
12.11.2004	1	70284	19	1	
12.11.2004	1	74841	19	1	
12.11.2004	1	83149	12	1	
12.11.2004	1	83454	11	1	
12.11.2004	1	84846	14	1	
12.11.2004	2	10650	18	1	
12.11.2004	2	10650	19	1	
12.11.2004	2	31050	16	1	
12.11.2004	2	31050	19	1	
12.11.2004	2	58040	19	1	
12.11.2004	2	79038	18	1	
12.11.2004	3	10350	9	1	
12.11.2004	3	11931	15	1	
12.11.2004	3	20529	16	1	
12.11.2004	3	24909	10	1	
12.11.2004	3	31050	10	1	
12.11.2004	3	32435	16	1	
12.11.2004	3	40358	17	1	
12.11.2004	3	45819	14	1	
12.11.2004	3	52458	17	1	
12.11.2004	3	66647	15	1	
12.11.2004	3	75406	17	1	
12.11.2004	3	82545	15	1	
12.11.2004	3	82627	18	6	
13.11.2004	1	849	13	1	
13.11.2004	1	1151	17	1	
13.11.2004	1	11931	16	1	
13.11.2004	1	12742	18	1	
13.11.2004	1	20475	11	1	
13.11.2004	1	21269	13	1	
13.11.2004	1	31054	16	1	
13.11.2004	1	32427	15	1	
13.11.2004	1	32427	16	1	
13.11.2004	1	32585	15	2	
13.11.2004	1	36259	12	1	
13.11.2004	1	36259	15	1	
13.11.2004	1	41527	11	1	
13.11.2004	1	70284	16	1	
13.11.2004	1	83142	12	1	
13.11.2004	1	83142	13	1	
13.11.2004	1	83142	15	1	
13.11.2004	1	85033	19	1	
13.11.2004	2	54311	15	1	
13.11.2004	2	73820	19	1	
13.11.2004	2	79038	21	1	
13.11.2004	2	82545	20	1	
13.11.2004	3	828	15	1	
13.11.2004	3	1145	13	1	
13.11.2004	3	1145	14	1	
13.11.2004	3	2289	19	1	
13.11.2004	3	27490	17	1	
13.11.2004	3	33068	14	1	
13.11.2004	3	36259	15	1	
13.11.2004	3	36259	18	1	
13.11.2004	3	52458	17	2	
13.11.2004	3	58590	18	1	
13.11.2004	3	79107	13	1	
13.11.2004	3	82545	11	1	
13.11.2004	3	82545	19	1	
13.11.2004	3	83149	11	1	
14.11.2004	1	844	12	1	
14.11.2004	1	844	13	1	
14.11.2004	1	849	15	1	
14.11.2004	1	12742	13	1	
14.11.2004	1	20475	14	1	
14.11.2004	1	32427	18	1	
14.11.2004	1	32585	15	1	
14.11.2004	1	32585	19	1	
14.11.2004	1	33339	11	1	
14.11.2004	1	33448	16	1	
14.11.2004	1	43711	12	1	
14.11.2004	1	71804	12	2	
14.11.2004	1	79052	15	1	
14.11.2004	1	82545	16	1	
14.11.2004	1	82616	12	1	
14.11.2004	1	82616	15	1	
14.11.2004	1	84846	18	1	
14.11.2004	2	31050	10	1	
14.11.2004	2	31050	17	1	
14.11.2004	2	32585	20	2	
14.11.2004	2	33340	17	1	
14.11.2004	2	33436	10	1	
14.11.2004	2	74841	10	1	
14.11.2004	2	74841	17	1	
14.11.2004	2	82545	20	1	
14.11.2004	3	11242	18	4	
14.11.2004	3	12017	12	1	
14.11.2004	3	28560	15	1	
14.11.2004	3	31050	14	1	
15.11.2004	1	11308	14	1	
15.11.2004	1	11829	13	5	
15.11.2004	1	24909	19	1	
15.11.2004	1	31050	16	1	
15.11.2004	1	31050	18	1	
15.11.2004	1	32585	13	2	
15.11.2004	1	36259	18	1	
15.11.2004	1	36259	19	1	
15.11.2004	1	71804	20	1	
15.11.2004	1	79052	15	1	
15.11.2004	1	81928	11	1	
15.11.2004	1	82545	10	1	
15.11.2004	1	82545	18	2	
15.11.2004	1	82545	20	1	
15.11.2004	1	83052	17	1	
15.11.2004	1	83052	20	1	
15.11.2004	1	83149	18	1	
15.11.2004	1	84522	15	1	
15.11.2004	1	84846	18	1	
15.11.2004	2	2290	11	1	
15.11.2004	2	12007	21	1	
15.11.2004	2	14185	11	1	
15.11.2004	2	33338	20	1	
15.11.2004	2	36259	12	1	
15.11.2004	2	36259	17	1	
15.11.2004	2	45804	18	1	
15.11.2004	2	62773	14	1	
15.11.2004	2	79107	20	1	
15.11.2004	2	84522	19	1	
15.11.2004	2	84713	19	1	
15.11.2004	3	828	18	1	
15.11.2004	3	20013	15	1	
15.11.2004	3	21269	11	1	
15.11.2004	3	21269	14	1	
15.11.2004	3	21269	16	1	
15.11.2004	3	31050	15	1	
15.11.2004	3	32585	17	1	
15.11.2004	3	33037	19	1	
15.11.2004	3	33338	14	1	
15.11.2004	3	33546	18	1	
15.11.2004	3	36259	15	1	
15.11.2004	3	36259	18	1	
15.11.2004	3	36768	11	1	
15.11.2004	3	43699	16	2	
15.11.2004	3	45803	11	1	
15.11.2004	3	45810	12	1	
15.11.2004	3	57168	14	1	
15.11.2004	3	82545	13	1	
15.11.2004	3	83215	13	1	
15.11.2004	3	85444	19	1	
16.11.2004	1	10650	13	1	
16.11.2004	1	10650	18	1	
16.11.2004	1	31050	15	2	
16.11.2004	1	31050	17	1	
16.11.2004	1	36259	15	1	
16.11.2004	1	43711	11	1	
16.11.2004	1	83052	10	1	
16.11.2004	1	83149	15	1	
16.11.2004	1	84955	20	1	
16.11.2004	1	85033	9	1	
16.11.2004	2	10350	15	1	
16.11.2004	2	19712	18	1	
16.11.2004	2	21269	15	1	
16.11.2004	2	21269	20	1	
16.11.2004	2	28092	15	1	
16.11.2004	2	31050	12	1	
16.11.2004	2	31050	21	1	
16.11.2004	2	32438	15	1	
16.11.2004	2	36259	20	1	
16.11.2004	2	43699	13	1	
16.11.2004	2	43699	20	1	
16.11.2004	2	58040	14	1	
16.11.2004	2	82545	20	1	
16.11.2004	2	84955	11	5	
16.11.2004	3	848	16	1	
16.11.2004	3	11931	9	1	
16.11.2004	3	11931	12	1	
16.11.2004	3	11931	17	1	
16.11.2004	3	14185	15	1	
16.11.2004	3	27482	17	1	
16.11.2004	3	32427	18	1	
16.11.2004	3	36259	14	1	
16.11.2004	3	36259	15	1	
16.11.2004	3	38453	15	1	
16.11.2004	3	45803	15	1	
16.11.2004	3	45910	17	1	
16.11.2004	3	65840	13	1	
16.11.2004	3	74841	13	2	
16.11.2004	3	82545	13	1	
16.11.2004	3	82545	19	1	
16.11.2004	3	82616	19	1	
16.11.2004	3	83149	16	1	
17.11.2004	1	10350	12	1	
17.11.2004	1	11829	13	3	
17.11.2004	1	20539	18	1	
17.11.2004	1	31050	12	1	
17.11.2004	1	32273	15	1	
17.11.2004	1	32585	16	1	
17.11.2004	1	33339	16	1	
17.11.2004	1	36259	14	1	
17.11.2004	1	38453	10	1	
17.11.2004	1	43711	12	1	
17.11.2004	1	43711	18	1	
17.11.2004	1	52458	14	1	
17.11.2004	1	85371	10	1	
17.11.2004	2	28092	18	1	
17.11.2004	2	28551	17	1	
17.11.2004	2	31050	20	1	
17.11.2004	2	69349	20	1	
17.11.2004	2	82545	18	1	
17.11.2004	3	848	18	1	
17.11.2004	3	10350	9	1	
17.11.2004	3	12017	13	1	
17.11.2004	3	20530	17	1	
17.11.2004	3	21269	18	1	
17.11.2004	3	27490	19	1	
17.11.2004	3	31050	20	1	
17.11.2004	3	32585	15	2	
17.11.2004	3	40377	17	1	
17.11.2004	3	45819	17	1	
17.11.2004	3	45910	16	1	
17.11.2004	3	62773	19	1	
17.11.2004	3	66005	13	1	
17.11.2004	3	71804	17	4	
17.11.2004	3	82545	13	2	
17.11.2004	3	82545	19	1	
17.11.2004	3	85444	11	1	
17.11.2004	3	85466	20	1	
18.11.2004	1	828	10	1	
18.11.2004	1	24909	9	1	
18.11.2004	1	24910	9	2	
18.11.2004	1	28092	16	1	
18.11.2004	1	28558	17	1	
18.11.2004	1	31050	9	1	
18.11.2004	1	31050	16	1	
18.11.2004	1	32585	20	1	
18.11.2004	1	33448	13	1	
18.11.2004	1	33461	13	1	
18.11.2004	1	33514	15	1	
18.11.2004	1	36259	18	1	
18.11.2004	1	43711	16	1	
18.11.2004	1	50850	11	1	
18.11.2004	1	51407	18	1	
18.11.2004	1	57168	13	1	
18.11.2004	1	82154	11	5	
18.11.2004	1	82545	15	1	
18.11.2004	1	83052	11	1	
18.11.2004	1	83052	20	1	
18.11.2004	1	85033	15	1	
18.11.2004	1	85456	15	1	
18.11.2004	2	828	14	2	
18.11.2004	2	10350	16	1	
18.11.2004	2	11292	17	2	
18.11.2004	2	11292	19	1	
18.11.2004	2	28092	20	1	
18.11.2004	2	32273	16	1	
18.11.2004	2	32438	19	1	
18.11.2004	2	40349	17	1	
18.11.2004	2	79038	14	1	
18.11.2004	2	82616	20	1	
18.11.2004	2	83215	11	1	
18.11.2004	3	21269	10	1	
18.11.2004	3	24061	18	1	
18.11.2004	3	28551	20	1	
18.11.2004	3	28560	19	2	
18.11.2004	3	31050	13	2	
18.11.2004	3	31050	18	1	
18.11.2004	3	33436	16	2	
18.11.2004	3	41527	17	1	
18.11.2004	3	52458	12	1	
18.11.2004	3	71804	16	1	
18.11.2004	3	75406	13	1	
18.11.2004	3	75406	18	1	
18.11.2004	3	78983	19	1	
18.11.2004	3	82545	13	1	
18.11.2004	3	82545	14	1	
18.11.2004	3	82545	18	1	
18.11.2004	3	82627	14	10	
18.11.2004	3	82627	19	5	
18.11.2004	3	83149	14	1	
19.11.2004	1	66644	12	1	
19.11.2004	1	69350	19	1	
19.11.2004	2	33338	19	1	
19.11.2004	2	36259	20	1	
19.11.2004	2	54311	20	1	
19.11.2004	2	71804	19	1	
19.11.2004	2	74841	20	2	
19.11.2004	2	79038	14	1	
19.11.2004	2	84646	15	2	
19.11.2004	3	828	14	1	
19.11.2004	3	1145	13	1	
19.11.2004	3	1151	17	1	
19.11.2004	3	11242	9	3	
19.11.2004	3	12017	12	1	
19.11.2004	3	20539	20	1	
19.11.2004	3	21269	13	1	
19.11.2004	3	21269	19	1	
19.11.2004	3	31050	12	1	
19.11.2004	3	32427	20	1	
19.11.2004	3	33036	17	1	
19.11.2004	3	33448	9	1	
19.11.2004	3	82545	13	1	
19.11.2004	3	82545	17	1	
19.11.2004	3	82545	19	1	
19.11.2004	3	83149	15	1	
19.11.2004	3	83149	18	1	
19.11.2004	3	83215	17	1	
19.11.2004	3	85444	12	1	
20.11.2004	1	11827	11	1	
20.11.2004	1	11841	15	1	
20.11.2004	1	21269	16	1	
20.11.2004	1	27490	14	1	
20.11.2004	1	31050	20	1	
20.11.2004	1	31054	10	1	
20.11.2004	1	33447	16	1	
20.11.2004	1	36259	16	1	
20.11.2004	1	45807	17	1	
20.11.2004	1	45910	9	2	
20.11.2004	1	52458	12	1	
20.11.2004	1	52458	14	1	
20.11.2004	1	52458	15	1	
20.11.2004	1	71804	13	1	
20.11.2004	1	82545	16	1	
20.11.2004	1	82545	18	1	
20.11.2004	1	85033	10	1	
20.11.2004	1	85371	14	1	
20.11.2004	1	85466	12	1	
20.11.2004	2	11292	17	1	
20.11.2004	2	31051	9	1	
20.11.2004	2	31051	12	1	
20.11.2004	2	33436	13	1	
20.11.2004	2	40349	11	4	
20.11.2004	2	43699	10	1	
20.11.2004	2	43699	15	3	
20.11.2004	2	83052	11	1	
20.11.2004	2	84713	12	1	
20.11.2004	2	84769	12	1	
20.11.2004	2	84769	17	1	
20.11.2004	3	828	15	1	
20.11.2004	3	10350	16	1	
20.11.2004	3	20539	13	1	
20.11.2004	3	24061	12	1	
20.11.2004	3	28560	13	1	
20.11.2004	3	32585	10	1	
20.11.2004	3	45911	18	5	
20.11.2004	3	83563	11	1	
20.11.2004	3	85444	20	1	
21.11.2004	1	11308	14	1	
21.11.2004	1	32427	17	1	
21.11.2004	1	36259	11	1	
21.11.2004	1	36259	14	1	
21.11.2004	1	36259	15	1	
21.11.2004	1	58040	13	1	
21.11.2004	1	66644	15	1	
21.11.2004	1	82545	11	1	
21.11.2004	1	82545	16	1	
21.11.2004	1	82616	15	1	
21.11.2004	1	83149	15	1	
21.11.2004	1	84955	16	10	
21.11.2004	2	10256	15	1	
21.11.2004	2	10350	18	1	
21.11.2004	2	38453	16	1	
21.11.2004	2	45910	11	2	
21.11.2004	2	83052	19	1	
21.11.2004	3	11827	16	1	
21.11.2004	3	11931	13	1	
21.11.2004	3	21269	18	1	
21.11.2004	3	31050	14	1	
21.11.2004	3	31050	17	1	
21.11.2004	3	32585	11	2	
21.11.2004	3	40358	12	1	
21.11.2004	3	45804	13	1	
21.11.2004	3	58592	20	1	
21.11.2004	3	65840	12	1	
21.11.2004	3	66647	12	1	
21.11.2004	3	71804	16	1	
21.11.2004	3	79052	11	6	
21.11.2004	3	79052	12	2	
21.11.2004	3	82545	12	1	
21.11.2004	3	85466	10	1	
22.11.2004	1	828	13	4	
22.11.2004	1	24061	12	1	
22.11.2004	1	31050	10	1	
22.11.2004	1	32585	17	1	
22.11.2004	1	43699	10	1	
22.11.2004	1	43711	10	1	
22.11.2004	1	70282	9	1	
22.11.2004	1	70284	17	1	
22.11.2004	1	70284	18	1	
22.11.2004	1	79052	17	1	
22.11.2004	1	82154	10	10	
22.11.2004	1	82545	10	2	
22.11.2004	1	84955	19	4	
22.11.2004	1	85033	11	1	
22.11.2004	1	85371	18	1	
22.11.2004	1	85466	20	1	
22.11.2004	2	11292	18	1	
22.11.2004	2	11846	19	2	
22.11.2004	2	27494	16	1	
22.11.2004	2	84846	17	1	
22.11.2004	3	1145	17	1	
22.11.2004	3	10350	11	1	
22.11.2004	3	11242	13	1	
22.11.2004	3	12017	18	1	
22.11.2004	3	25445	13	1	
22.11.2004	3	31050	20	1	
22.11.2004	3	32427	20	1	
22.11.2004	3	32438	20	1	
22.11.2004	3	43699	14	1	
22.11.2004	3	52458	10	1	
22.11.2004	3	71804	11	1	
22.11.2004	3	82235	17	1	
22.11.2004	3	82545	9	1	
22.11.2004	3	82545	11	1	
23.11.2004	1	828	18	2	
23.11.2004	1	828	19	1	
23.11.2004	1	1151	18	1	
23.11.2004	1	1151	19	1	
23.11.2004	1	11242	10	1	
23.11.2004	1	11945	14	1	
23.11.2004	1	21269	19	1	
23.11.2004	1	28092	17	1	
23.11.2004	1	31050	13	1	
23.11.2004	1	31050	19	1	
23.11.2004	1	31054	20	1	
23.11.2004	1	33339	18	1	
23.11.2004	1	33552	16	1	
23.11.2004	1	70282	12	1	
23.11.2004	1	70282	20	1	
23.11.2004	1	75406	12	1	
23.11.2004	1	79107	16	1	
23.11.2004	1	82154	16	1	
23.11.2004	1	84846	16	1	
23.11.2004	1	85466	10	1	
23.11.2004	2	11292	18	1	
23.11.2004	2	31048	19	1	
23.11.2004	2	32438	19	1	
23.11.2004	2	32585	13	1	
23.11.2004	2	36259	17	1	
23.11.2004	2	45911	18	1	
23.11.2004	2	84713	18	1	
23.11.2004	3	487	20	3	
23.11.2004	3	1151	18	1	
23.11.2004	3	2290	13	1	
23.11.2004	3	15955	16	1	
23.11.2004	3	20013	17	1	
23.11.2004	3	20475	17	1	
23.11.2004	3	21269	11	1	
23.11.2004	3	21269	12	1	
23.11.2004	3	25445	9	1	
23.11.2004	3	27498	18	1	
23.11.2004	3	33338	12	1	
23.11.2004	3	41527	19	1	
23.11.2004	3	45819	16	1	
23.11.2004	3	65840	9	1	
23.11.2004	3	71804	15	1	
23.11.2004	3	71804	16	1	
23.11.2004	3	79052	19	2	
23.11.2004	3	79107	18	1	
23.11.2004	3	82154	16	1	
23.11.2004	3	82154	18	1	
23.11.2004	3	84955	10	10	
23.11.2004	3	85466	9	1	
23.11.2004	3	85466	10	1	
24.11.2004	1	1151	20	1	
24.11.2004	1	11308	15	1	
24.11.2004	1	11827	18	1	
24.11.2004	1	27490	12	1	
24.11.2004	1	31054	15	1	
24.11.2004	1	58040	18	1	
24.11.2004	1	70282	15	1	
24.11.2004	1	71804	15	1	
24.11.2004	1	82545	15	1	
24.11.2004	1	82545	16	1	
24.11.2004	1	83052	11	1	
24.11.2004	1	85466	11	1	
24.11.2004	2	11292	19	1	
24.11.2004	2	12007	10	1	
24.11.2004	2	12007	21	1	
24.11.2004	2	20474	17	1	
24.11.2004	2	31048	18	1	
24.11.2004	2	41527	12	1	
24.11.2004	2	43699	19	1	
24.11.2004	2	62773	19	1	
24.11.2004	2	62773	20	1	
24.11.2004	2	71804	20	2	
24.11.2004	2	84769	20	1	
24.11.2004	3	828	12	2	
24.11.2004	3	848	13	1	
24.11.2004	3	1151	12	1	
24.11.2004	3	7537	12	1	
24.11.2004	3	11827	11	1	
24.11.2004	3	11931	9	1	
24.11.2004	3	12017	17	1	
24.11.2004	3	14185	16	1	
24.11.2004	3	21269	10	1	
24.11.2004	3	31050	15	1	
24.11.2004	3	31050	20	1	
24.11.2004	3	32427	12	1	
24.11.2004	3	33546	15	1	
24.11.2004	3	40377	19	1	
24.11.2004	3	52458	19	1	
24.11.2004	3	69349	9	1	
24.11.2004	3	79052	19	1	
24.11.2004	3	82545	20	1	
24.11.2004	3	83142	17	1	
24.11.2004	3	85551	13	1	
25.11.2004	1	11931	9	2	
25.11.2004	1	11945	15	2	
25.11.2004	1	15955	12	1	
25.11.2004	1	31050	9	1	
25.11.2004	1	32435	18	1	
25.11.2004	1	38247	18	1	
25.11.2004	1	38452	19	1	
25.11.2004	1	43699	15	2	
25.11.2004	1	43711	15	3	
25.11.2004	1	70284	13	1	
25.11.2004	1	71804	9	2	
25.11.2004	1	71804	10	2	
25.11.2004	1	83149	16	1	
25.11.2004	1	85466	13	1	
25.11.2004	1	85466	18	1	
25.11.2004	2	10350	19	1	
25.11.2004	2	11292	13	1	
25.11.2004	2	25445	18	1	
25.11.2004	2	27494	13	1	
25.11.2004	2	36259	17	1	
25.11.2004	2	79038	13	5	
25.11.2004	3	1151	18	1	
25.11.2004	3	11827	14	1	
25.11.2004	3	11827	20	1	
25.11.2004	3	14185	15	1	
25.11.2004	3	31050	12	1	
25.11.2004	3	31050	13	1	
25.11.2004	3	31050	15	1	
25.11.2004	3	32560	10	1	
25.11.2004	3	32560	13	1	
25.11.2004	3	45804	17	1	
25.11.2004	3	58590	14	1	
25.11.2004	3	58590	20	1	
25.11.2004	3	71804	18	1	
25.11.2004	3	74841	15	1	
25.11.2004	3	79036	13	9	
25.11.2004	3	79052	12	2	
25.11.2004	3	79052	13	1	
25.11.2004	3	82154	15	1	
25.11.2004	3	82545	9	3	
25.11.2004	3	82545	12	1	
25.11.2004	3	83563	15	2	
26.11.2004	1	828	13	4	
26.11.2004	1	828	20	1	
26.11.2004	1	24061	13	1	
26.11.2004	1	27649	10	1	
26.11.2004	1	32436	14	1	
26.11.2004	1	34687	11	1	
26.11.2004	1	43699	18	1	
26.11.2004	1	45450	12	1	
26.11.2004	1	69349	14	1	
26.11.2004	1	71804	12	1	
26.11.2004	1	82545	10	1	
26.11.2004	1	85466	10	1	
26.11.2004	2	828	19	2	
26.11.2004	2	7537	16	1	
26.11.2004	2	10650	21	1	
26.11.2004	2	11292	15	2	
26.11.2004	2	31050	14	1	
26.11.2004	2	33037	16	1	
26.11.2004	2	36259	20	1	
26.11.2004	2	36259	21	3	
26.11.2004	2	71804	11	1	
26.11.2004	2	74841	17	1	
26.11.2004	3	828	19	1	
26.11.2004	3	844	14	2	
26.11.2004	3	1148	20	1	
26.11.2004	3	10350	16	1	
26.11.2004	3	12007	11	1	
26.11.2004	3	12007	14	1	
26.11.2004	3	20013	19	1	
26.11.2004	3	21269	18	1	
26.11.2004	3	28560	11	1	
26.11.2004	3	31050	14	1	
26.11.2004	3	36259	11	1	
26.11.2004	3	36259	18	1	
26.11.2004	3	36259	19	1	
26.11.2004	3	54311	19	1	
26.11.2004	3	65840	16	1	
26.11.2004	3	66644	13	1	
26.11.2004	3	70281	12	1	
27.11.2004	1	828	13	1	
27.11.2004	1	11945	13	1	
27.11.2004	1	20475	15	1	
27.11.2004	1	24909	13	1	
27.11.2004	1	27490	11	1	
27.11.2004	1	28560	19	1	
27.11.2004	1	31050	14	1	
27.11.2004	1	32585	19	1	
27.11.2004	1	36259	16	2	
27.11.2004	1	36259	18	1	
27.11.2004	1	38453	15	1	
27.11.2004	1	43699	18	1	
27.11.2004	1	45910	16	1	
27.11.2004	1	79052	11	2	
27.11.2004	1	83052	14	1	
27.11.2004	1	85466	20	1	
27.11.2004	2	11846	16	5	
27.11.2004	2	24061	17	1	
27.11.2004	2	32585	18	1	
27.11.2004	2	36259	16	1	
27.11.2004	2	58590	13	1	
27.11.2004	2	75406	18	1	
27.11.2004	2	79107	14	1	
27.11.2004	2	83052	20	1	
27.11.2004	2	84713	18	1	
27.11.2004	2	84955	11	10	
27.11.2004	3	1145	13	1	
27.11.2004	3	2289	16	1	
27.11.2004	3	10256	11	1	
27.11.2004	3	12007	12	1	
27.11.2004	3	12007	13	1	
27.11.2004	3	12017	14	1	
27.11.2004	3	28560	17	1	
27.11.2004	3	32427	19	1	
27.11.2004	3	41527	15	1	
27.11.2004	3	79036	12	1	
27.11.2004	3	82545	11	1	
27.11.2004	3	82545	18	1	
28.11.2004	1	11308	18	1	
28.11.2004	1	11827	13	1	
28.11.2004	1	11945	13	1	
28.11.2004	1	20539	14	1	
28.11.2004	1	25445	12	1	
28.11.2004	1	28092	11	1	
28.11.2004	1	32585	11	2	
28.11.2004	1	32585	14	1	
28.11.2004	1	36259	13	1	
28.11.2004	1	38453	13	1	
28.11.2004	1	45816	15	1	
28.11.2004	1	79124	12	1	
28.11.2004	1	82545	14	1	
28.11.2004	1	83149	14	1	
28.11.2004	1	84955	16	4	
28.11.2004	1	85466	9	1	
28.11.2004	1	85466	20	1	
28.11.2004	2	10350	15	1	
28.11.2004	2	31050	14	1	
28.11.2004	2	33513	11	1	
28.11.2004	2	75406	19	1	
28.11.2004	2	83149	21	1	
28.11.2004	2	85237	14	1	
28.11.2004	3	21269	9	1	
28.11.2004	3	32427	17	1	
28.11.2004	3	33546	16	1	
28.11.2004	3	36259	13	1	
28.11.2004	3	36259	14	1	
28.11.2004	3	36259	15	1	
28.11.2004	3	65840	10	1	
28.11.2004	3	73817	16	2	
28.11.2004	3	74841	19	1	
28.11.2004	3	82545	18	1	
29.11.2004	1	828	10	1	
29.11.2004	1	1138	13	1	
29.11.2004	1	11827	17	1	
29.11.2004	1	11829	11	2	
29.11.2004	1	20011	13	1	
29.11.2004	1	20529	16	1	
29.11.2004	1	20529	19	1	
29.11.2004	1	20539	11	1	
29.11.2004	1	21269	11	1	
29.11.2004	1	21269	15	1	
29.11.2004	1	25445	15	1	
29.11.2004	1	31048	15	1	
29.11.2004	1	31636	20	1	
29.11.2004	1	33449	15	1	
29.11.2004	1	33514	16	2	
29.11.2004	1	45452	20	1	
29.11.2004	1	45816	12	1	
29.11.2004	1	45816	17	1	
29.11.2004	1	70280	17	1	
29.11.2004	1	78983	19	1	
29.11.2004	1	82154	12	1	
29.11.2004	1	82154	19	1	
29.11.2004	1	84713	10	1	
29.11.2004	1	84955	18	10	
29.11.2004	2	11846	17	2	
29.11.2004	2	33068	20	1	
29.11.2004	2	83149	18	1	
29.11.2004	3	33448	20	1	
29.11.2004	3	36259	14	2	
29.11.2004	3	41527	14	1	
29.11.2004	3	57922	18	1	
29.11.2004	3	65840	11	1	
29.11.2004	3	66005	19	1	
29.11.2004	3	66647	12	1	
29.11.2004	3	78983	13	1	
29.11.2004	3	82545	17	1	
29.11.2004	3	83142	9	1	
29.11.2004	3	83563	12	1	
30.11.2004	1	828	18	4	
30.11.2004	1	1148	13	1	
30.11.2004	1	1151	17	1	
30.11.2004	1	7537	15	1	
30.11.2004	1	11829	14	2	
30.11.2004	1	24061	17	1	
30.11.2004	1	31048	15	1	
30.11.2004	1	31048	19	1	
30.11.2004	1	31048	20	1	
30.11.2004	1	31050	11	1	
30.11.2004	1	31054	20	1	
30.11.2004	1	31636	15	1	
30.11.2004	1	33338	14	1	
30.11.2004	1	33530	15	3	
30.11.2004	1	36259	17	1	
30.11.2004	1	43699	13	1	
30.11.2004	1	43699	15	1	
30.11.2004	1	43699	18	1	
30.11.2004	1	43711	16	2	
30.11.2004	1	75406	10	1	
30.11.2004	1	79036	15	2	
30.11.2004	1	79107	16	1	
30.11.2004	1	82154	18	1	
30.11.2004	1	82545	16	1	
30.11.2004	1	82545	20	1	
30.11.2004	1	83149	16	1	
30.11.2004	1	85033	15	1	
30.11.2004	2	11846	13	3	
30.11.2004	2	14185	11	1	
30.11.2004	2	28092	17	1	
30.11.2004	2	32273	10	1	
30.11.2004	2	33338	11	1	
30.11.2004	2	33338	12	1	
30.11.2004	2	38453	11	1	
30.11.2004	2	43699	13	1	
30.11.2004	2	69350	11	1	
30.11.2004	2	83215	13	1	
30.11.2004	3	21269	17	1	
30.11.2004	3	24910	10	1	
30.11.2004	3	28092	15	2	
30.11.2004	3	31050	20	1	
30.11.2004	3	32427	17	1	
30.11.2004	3	33036	10	1	
30.11.2004	3	33448	19	2	
30.11.2004	3	36259	15	1	
30.11.2004	3	43699	19	2	
30.11.2004	3	45810	14	1	
30.11.2004	3	45910	14	1	
30.11.2004	3	50850	15	1	
30.11.2004	3	65840	12	1	
30.11.2004	3	66647	10	1	
30.11.2004	3	75406	13	1	
30.11.2004	3	78981	18	1	
30.11.2004	3	82545	18	1	
30.11.2004	3	82616	13	1	
30.11.2004	3	82616	15	1	
30.11.2004	3	85551	19	1	
01.12.2004	1	477	11	1	
01.12.2004	1	477	17	2	
01.12.2004	1	485	11	1	
01.12.2004	1	2290	16	1	
01.12.2004	1	11827	11	1	
01.12.2004	1	28092	18	1	
01.12.2004	1	32585	11	1	
01.12.2004	1	33449	16	1	
