Код заявки	Дата выдачи	Возраст	Заемщик.Пол	СемейноеПоложение	Иждивенцы	Образование	Вид деятельности	Стаж	Стаж общий	"Белый" доход	Месячный доход, руб.	Сумма кредита, тыс. руб.	Месячный платеж, руб.	Просрочек свыше 60 дн.
592	31.10.2005	51	Ж	Другое	1-2	Высшее	Собственное дело	Свыше 5 лет	Свыше 5 лет	нет	38447	138	4693	0
593	31.10.2005	34	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	9757	188	4150	0
594	31.10.2005	32	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	8644	92	3001	0
595	31.10.2005	27	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	13304	224	5090	1
596	31.10.2005	37	Ж	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	48504	276	9133	0
597	31.10.2005	36	М	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	24030	292	9662	1
598	31.10.2005	27	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	9372	100	3254	0
599	31.10.2005	25	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	16662	250	8269	0
600	01.11.2005	23	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	нет	19232	202	4398	0
601	01.11.2005	31	Ж	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	4489	60	1344	0
602	01.11.2005	38	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	17947	252	5606	1
603	01.11.2005	37	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	18376	206	6797	0
604	04.11.2005	45	М	Другое	0	Высшее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	32022	281	9278	0
605	04.11.2005	50	М	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	10614	108	3670	0
606	04.11.2005	33	М	Женат (замужем)	0	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	17253	260	8610	0
607	04.11.2005	29	Ж	Холост (незамужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14401	177	5983	0
608	04.11.2005	34	М	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	17562	139	3207	0
609	04.11.2005	30	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	3632	110	3625	1
610	04.11.2005	37	М	Женат (замужем)	3 и более	Среднее	Собственное дело	Свыше 5 лет	Свыше 5 лет	нет	13544	204	6740	0
611	04.11.2005	50	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	11702	85	2780	0
612	04.11.2005	24	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	4429	60	1982	0
613	05.11.2005	50	М	Другое	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	14426	216	4754	0
614	05.11.2005	49	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	17313	254	8386	0
615	05.11.2005	34	М	Холост (незамужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14426	136	4641	0
616	05.11.2005	45	Ж	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	22119	120	3182	0
617	05.11.2005	25	Ж	Холост (незамужем)	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	8018	82	3995	0
618	05.11.2005	25	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	7410	119	2628	0
619	05.11.2005	23	Ж	Другое	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	да	13467	114	2650	1
620	05.11.2005	39	Ж	Другое	1-2	Среднее	Собственное дело	От 3 до 5 лет	Свыше 5 лет	нет	25717	99	3260	0
621	06.11.2005	43	Ж	Другое	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	13004	129	4216	0
622	06.11.2005	32	М	Холост (незамужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	21220	231	7647	1
623	06.11.2005	39	Ж	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	6673	84	2776	0
624	07.11.2005	23	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	11239	176	3884	0
625	07.11.2005	24	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	4695	103	2244	0
626	07.11.2005	24	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	7265	164	3606	0
627	07.11.2005	32	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	14700	201	4483	0
628	07.11.2005	51	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	18358	80	2648	1
629	07.11.2005	39	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14452	103	2674	0
630	07.11.2005	32	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	19592	236	7803	0
631	08.11.2005	30	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	19275	128	4248	0
632	08.11.2005	32	М	Женат (замужем)	1-2	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	47793	294	9704	0
633	08.11.2005	41	Ж	Женат (замужем)	3 и более	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	22488	273	6000	0
634	08.11.2005	45	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	33641	183	5952	0
635	11.11.2005	37	М	Женат (замужем)	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	8841	193	4406	1
636	11.11.2005	45	М	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	11308	244	5316	0
637	11.11.2005	41	М	Холост (незамужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	23216	300	6673	0
638	11.11.2005	41	М	Женат (замужем)	0	Высшее	Собственное дело	От 3 до 5 лет	Свыше 5 лет	нет	22899	166	3691	0
639	11.11.2005	53	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	19121	121	2701	0
640	11.11.2005	52	М	Другое	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	16688	257	5723	0
641	11.11.2005	36	Ж	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	7993	88	3000	0
642	12.11.2005	34	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	14323	171	5664	0
643	12.11.2005	38	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	11462	80	3796	0
644	13.11.2005	43	Ж	Другое	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	7333	146	3207	0
645	13.11.2005	27	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	16696	295	6432	1
646	13.11.2005	38	Ж	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	8635	80	1781	0
647	13.11.2005	26	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9141	148	3265	0
648	13.11.2005	56	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	19198	175	5777	0
649	13.11.2005	24	Ж	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	25597	136	4441	0
650	13.11.2005	54	Ж	Холост (незамужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	11197	172	3956	1
651	13.11.2005	23	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	15574	176	3826	0
652	14.11.2005	35	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	11505	87	1911	0
653	14.11.2005	52	М	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	5294	111	2554	1
654	14.11.2005	43	М	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	7993	93	3058	1
655	14.11.2005	39	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	13724	238	5179	0
656	14.11.2005	25	Ж	Женат (замужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	10263	130	4305	1
657	15.11.2005	35	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14383	146	4814	0
658	15.11.2005	25	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	25452	257	5718	0
659	15.11.2005	53	М	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	8618	131	4318	1
660	15.11.2005	43	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	15985	163	5314	1
661	15.11.2005	50	М	Другое	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	16174	146	4817	0
662	15.11.2005	26	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	10066	101	4796	0
663	18.11.2005	37	М	Другое	0	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	18298	274	9063	0
664	18.11.2005	38	М	Женат (замужем)	3 и более	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	30326	247	5625	1
665	18.11.2005	36	М	Женат (замужем)	3 и более	Высшее	Собственное дело	От 3 до 5 лет	Свыше 5 лет	нет	19069	243	8043	0
666	18.11.2005	31	М	Холост (незамужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	25426	150	7349	0
667	18.11.2005	31	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	22410	163	5381	0
668	19.11.2005	31	Ж	Другое	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	11822	170	3733	0
669	19.11.2005	36	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	19206	218	5742	1
670	19.11.2005	31	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	44427	162	3728	0
671	19.11.2005	56	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	6211	96	3115	0
672	19.11.2005	53	М	Женат (замужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	9586	114	3714	0
673	19.11.2005	40	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9586	90	2960	0
674	19.11.2005	44	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	13021	73	2407	0
675	20.11.2005	29	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	12387	155	5053	0
676	20.11.2005	38	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	19198	161	5324	0
677	20.11.2005	25	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	17596	170	5623	0
678	20.11.2005	39	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12799	127	4197	0
679	20.11.2005	54	Ж	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9852	125	4074	0
680	21.11.2005	30	Ж	Другое	1-2	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	9595	168	3661	0
681	21.11.2005	38	М	Женат (замужем)	1-2	Высшее	Собственное дело	От 1 до 3 лет	От 1 до 3 лет	да	10717	150	5113	0
682	21.11.2005	26	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	13424	188	6231	0
683	21.11.2005	28	Ж	Другое	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	15103	73	2373	0
684	21.11.2005	24	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	18538	44	2095	0
685	21.11.2005	27	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	8635	146	3189	0
686	22.11.2005	28	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	43202	195	6457	1
687	22.11.2005	27	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	нет	24004	283	9360	1
688	22.11.2005	27	М	Холост (незамужем)	0	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	14401	86	2832	0
689	22.11.2005	28	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	13441	130	4313	0
690	22.11.2005	37	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	13758	169	3716	0
691	25.11.2005	30	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	9612	103	2292	0
692	25.11.2005	53	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	14289	141	4646	0
693	25.11.2005	30	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	10211	105	3455	0
694	26.11.2005	51	М	Другое	0	Высшее	Собственное дело	Свыше 5 лет	Свыше 5 лет	да	19566	127	3459	1
695	26.11.2005	40	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	19275	208	6860	0
696	26.11.2005	38	М	Другое	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	32125	295	9742	1
697	26.11.2005	34	Ж	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	14392	109	3697	0
698	26.11.2005	34	М	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	10845	243	5406	0
699	27.11.2005	36	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	13193	191	4207	0
700	27.11.2005	34	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	4498	134	4382	0
701	27.11.2005	27	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	14743	141	3115	0
702	28.11.2005	47	М	Холост (незамужем)	0	Высшее	Собственное дело	От 3 до 5 лет	Свыше 5 лет	нет	28775	257	8496	0
703	28.11.2005	43	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	26137	185	6292	0
704	28.11.2005	38	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	25580	131	4331	0
705	28.11.2005	36	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	5286	69	2326	0
706	28.11.2005	47	М	Женат (замужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	29572	188	6231	0
707	28.11.2005	48	Ж	Женат (замужем)	0	Среднее	Собственное дело	От 3 до 5 лет	Свыше 5 лет	нет	11188	51	1700	0
708	29.11.2005	30	М	Женат (замужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	3135	179	4128	0
709	29.11.2005	29	Ж	Холост (незамужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	12807	94	3101	0
710	02.12.2005	24	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	От 1 до 3 лет	нет	11899	123	5919	1
711	02.12.2005	25	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	15334	124	4104	0
712	02.12.2005	52	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	6622	171	3816	0
713	03.12.2005	30	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	23687	191	6458	0
714	03.12.2005	33	Ж	Другое	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	7247	110	3623	0
715	04.12.2005	50	М	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	18855	131	4466	0
716	04.12.2005	42	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	16731	177	5862	0
717	04.12.2005	50	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9877	290	6312	0
718	04.12.2005	34	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	12173	133	2924	1
719	05.12.2005	35	Ж	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	9466	141	4607	1
720	05.12.2005	46	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	48008	158	5239	0
721	05.12.2005	49	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	17082	258	8529	0
722	05.12.2005	22	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	22273	143	4719	1
723	06.12.2005	23	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	13167	116	5546	0
724	06.12.2005	34	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	9021	162	3602	0
725	06.12.2005	51	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	24149	258	8525	0
726	06.12.2005	36	М	Женат (замужем)	3 и более	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	35183	278	13352	0
727	09.12.2005	25	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	28904	278	6200	0
728	10.12.2005	29	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	нет	15925	236	8010	0
729	10.12.2005	41	М	Женат (замужем)	3 и более	Высшее	Собственное дело	Свыше 5 лет	Свыше 5 лет	нет	15925	168	5555	0
730	10.12.2005	47	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	27902	266	5782	0
731	11.12.2005	34	М	Женат (замужем)	1-2	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	10306	141	4643	0
732	11.12.2005	25	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	11471	111	2954	0
733	11.12.2005	38	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	14341	261	5950	1
734	11.12.2005	27	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	От 1 до 3 лет	нет	14341	128	4248	0
735	11.12.2005	41	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12387	121	3979	0
736	12.12.2005	39	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	4052	128	4238	0
737	12.12.2005	29	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	10169	111	3663	0
738	12.12.2005	31	М	Женат (замужем)	1-2	Среднее	Собственное дело	От 1 до 3 лет	От 1 до 3 лет	нет	13827	156	5165	0
739	12.12.2005	32	М	Холост (незамужем)	3 и более	Среднее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	38139	299	9889	0
740	12.12.2005	48	Ж	Женат (замужем)	1-2	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	7582	79	1808	0
741	12.12.2005	27	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	16208	180	5947	0
742	13.12.2005	24	М	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	33693	257	8436	0
743	13.12.2005	30	Ж	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	16285	215	7064	0
744	13.12.2005	38	М	Другое	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	9406	76	3734	0
745	13.12.2005	40	М	Другое	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	17485	178	4106	0
746	13.12.2005	31	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	22248	156	5166	0
747	13.12.2005	33	М	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	7307	111	3679	0
748	16.12.2005	49	Ж	Женат (замужем)	0	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	19703	236	7803	0
749	16.12.2005	30	М	Женат (замужем)	1-2	Высшее	Собственное дело	От 1 до 3 лет	Свыше 5 лет	нет	41694	170	5608	0
750	16.12.2005	25	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	От 3 до 5 лет	нет	17485	154	4091	0
751	16.12.2005	48	Ж	Холост (незамужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	11711	102	3363	0
752	17.12.2005	25	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	2878	227	5003	0
753	17.12.2005	42	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12816	181	5980	0
754	17.12.2005	28	Ж	Женат (замужем)	0	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	нет	12867	191	4067	0
755	18.12.2005	46	М	Женат (замужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	17219	241	5254	0
756	18.12.2005	28	М	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	да	5851	87	2926	0
757	18.12.2005	43	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	3452	36	1736	0
758	18.12.2005	25	М	Женат (замужем)	1-2	Высшее	Собственное дело	менее 1 года	От 3 до 5 лет	нет	36563	160	5302	0
759	18.12.2005	37	М	Женат (замужем)	1-2	Высшее	Собственное дело	Свыше 5 лет	Свыше 5 лет	да	24783	254	5649	0
760	19.12.2005	27	М	Женат (замужем)	1-2	Высшее	Собственное дело	менее 1 года	От 1 до 3 лет	нет	25452	268	5904	1
761	19.12.2005	47	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	11205	166	3735	1
762	19.12.2005	41	Ж	Другое	1-2	Высшее	Наемный работник	От 3 до 5 лет	Свыше 5 лет	нет	29264	218	7372	0
763	19.12.2005	37	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	17116	174	3832	0
764	19.12.2005	45	М	Женат (замужем)	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	15600	201	4385	0
765	19.12.2005	24	М	Другое	0	Высшее	Наемный работник	менее 1 года	От 1 до 3 лет	нет	11137	191	4407	1
766	20.12.2005	43	М	Женат (замужем)	1-2	Высшее	Наемный работник	Свыше 5 лет	Свыше 5 лет	нет	20671	228	7545	0
767	20.12.2005	29	М	Женат (замужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	14306	216	7133	1
768	20.12.2005	21	М	Холост (незамужем)	0	Среднее	Наемный работник	менее 1 года	От 3 до 5 лет	да	10640	157	5352	0
769	20.12.2005	36	Ж	Холост (незамужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	От 1 до 3 лет	да	8301	112	3805	0
770	20.12.2005	28	Ж	Женат (замужем)	3 и более	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	да	11651	214	4769	1
771	20.12.2005	27	М	Холост (незамужем)	0	Высшее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	37214	150	4970	0
772	20.12.2005	22	Ж	Холост (незамужем)	0	Высшее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	да	6339	94	3080	0
773	23.12.2005	47	Ж	Другое	1-2	Высшее	Собственное дело	От 3 до 5 лет	Свыше 5 лет	да	23678	269	8878	0
774	23.12.2005	24	М	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	От 3 до 5 лет	нет	14341	146	3262	0
775	23.12.2005	21	Ж	Холост (незамужем)	0	Среднее	Наемный работник	От 3 до 5 лет	От 3 до 5 лет	нет	11197	146	4747	0
776	23.12.2005	25	М	Другое	0	Среднее	Наемный работник	менее 1 года	От 3 до 5 лет	да	9081	152	3341	0
777	24.12.2005	34	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	16731	203	4468	0
778	24.12.2005	39	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	21836	118	3853	0
779	24.12.2005	27	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	15934	123	2730	0
780	24.12.2005	43	Ж	Женат (замужем)	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	нет	17844	116	3819	0
781	25.12.2005	42	М	Другое	0	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	19369	244	8302	0
782	25.12.2005	44	М	Женат (замужем)	3 и более	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	30223	261	8638	0
783	25.12.2005	46	Ж	Женат (замужем)	0	Среднее	Наемный работник	менее 1 года	Свыше 5 лет	да	9380	122	3313	0
784	25.12.2005	27	М	Холост (незамужем)	0	Среднее	Наемный работник	Свыше 5 лет	Свыше 5 лет	да	13741	180	6242	1
785	25.12.2005	32	М	Женат (замужем)	1-2	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	16414	137	4843	0
786	25.12.2005	23	Ж	Другое	1-2	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	9543	112	2456	0
787	25.12.2005	35	М	Холост (незамужем)	0	Среднее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	нет	12405	138	3033	0
788	25.12.2005	45	М	Женат (замужем)	0	Высшее	Наемный работник	От 1 до 3 лет	Свыше 5 лет	да	10434	108	2492	0
789	25.12.2005	28	М	Женат (замужем)	1-2	Среднее	Наемный работник	От 1 до 3 лет	От 3 до 5 лет	нет	27679	281	9682	0
790	25.12.2005	42	М	Другое	1-2	Высшее	Наемный работник	менее 1 года	Свыше 5 лет	да	12576	111	3604	0
